Table Name,web component,schema,record type,record sub_type,purpose,included in beta,FK - On Creation,indexing stradegy,Constraints,On Delete Behavior,record creation trigger,table trigger creation,table trigger record,on creation,on delete,data migration notes,audit requirements
operations_user,,"""operations_user""        ""id""        ""uuid""        ""NO""        
""operations_user""        ""user_id""        ""uuid""        ""NO""        
""operations_user""        ""role""        ""character varying""        ""NO""        
""operations_user""        ""department""        ""character varying""        ""YES""        
""operations_user""        ""permissions""        ""jsonb""        ""YES""        
""operations_user""        ""is_active""        ""boolean""        ""YES""        ""true""
""operations_user""        ""created_at""        ""timestamp without time zone""        ""NO""        
""operations_user""        ""updated_at""        ""timestamp without time zone""        ""NO""        ",lea,,"Defines users who have operations-level permissions, potentially with extended attributes.",,null,operations_users_pkey,"CHECK (created_at IS NOT NULL), CHECK (id IS NOT NULL), CHECK (role IS NOT NULL), CHECK (updated_at IS NOT NULL), CHECK (user_id IS NOT NULL), PRIMARY KEY (id), NOT NULL (created_at), NOT NULL (id), NOT NULL (role), NOT NULL (updated_at), NOT NULL (user_id)",,,,,,,,
opportunities,,"""opportunities""        ""id""        ""uuid""        ""NO""        ""uuid_generate_v4()""
""opportunities""        ""opportunity_type_id""        ""uuid""        ""YES""        
""opportunities""        ""status""        ""character varying""        ""YES""        ""'ACTIVE'::character varying""
""opportunities""        ""notes""        ""text""        ""YES""        
""opportunities""        ""created_by""        ""uuid""        ""YES""        
""opportunities""        ""metadata""        ""jsonb""        ""YES""        
""opportunities""        ""created_at""        ""timestamp with time zone""        ""YES""        ""now()""
""opportunities""        ""updated_at""        ""timestamp with time zone""        ""YES""        ""now()""
""opportunities""        ""collection_id""        ""uuid""        ""YES""        
""opportunities""        ""form_definition_id""        ""uuid""        ""YES""        
""opportunities""        ""form_version""        ""integer""        ""YES""        ",entities,"appointments, contracts",workflow entity that has a few different configurations,yes,opportunities_collection_id_fkey: collection_id → collections.id,opportunities_pkey,"CHECK (id IS NOT NULL), FOREIGN KEY (collection_id) REFERENCES collections(id), PRIMARY KEY (id)",,,,,,,,
opportunity_contacts,,"""opportunity_contacts""        ""id""        ""uuid""        ""NO""        ""uuid_generate_v4()""
""opportunity_contacts""        ""opportunity_id""        ""uuid""        ""YES""        
""opportunity_contacts""        ""contact_id""        ""uuid""        ""YES""        
""opportunity_contacts""        ""relationship_type""        ""character varying""        ""YES""        
""opportunity_contacts""        ""is_primary""        ""boolean""        ""YES""        ""false""
""opportunity_contacts""        ""metadata""        ""jsonb""        ""YES""        
""opportunity_contacts""        ""created_at""        ""timestamp with time zone""        ""YES""        ""now()""
""opportunity_contacts""        ""updated_at""        ""timestamp with time zone""        ""YES""        ""now()""",joining tables,,"Creates many-to-many relationships between opportunities and contacts, defining which contacts are involved with which opportunities.",,null,opportunity_contacts_pkey,"CHECK (id IS NOT NULL), PRIMARY KEY (id)",,,,,,,,
opportunity_type_work_types,,"""opportunity_type_work_types""        ""id""        ""uuid""        ""NO""        ""uuid_generate_v4()""
""opportunity_type_work_types""        ""opportunity_type_id""        ""uuid""        ""YES""        
""opportunity_type_work_types""        ""work_type_id""        ""uuid""        ""YES""        
""opportunity_type_work_types""        ""created_at""        ""timestamp with time zone""        ""YES""        ""now()""",opportunities,opportunities,"Maps opportunity types to work types, allowing you to associate specific work types with different opportunity types.",,"opportunity_type_work_types_opportunity_type_id_fkey: opportunity_type_id → opportunity_types.id
opportunity_type_work_types_work_type_id_fkey: work_type_id → work_types.id","idx_opp_work_types_unique, opportunity_type_work_types_pkey","CHECK (id IS NOT NULL), FOREIGN KEY (opportunity_type_id) REFERENCES opportunity_types(id), FOREIGN KEY (work_type_id) REFERENCES work_types(id), PRIMARY KEY (id)",,,,,,,,
opportunity_types,,"""opportunity_types""        ""id""        ""uuid""        ""NO""        ""uuid_generate_v4()""
""opportunity_types""        ""name""        ""character varying""        ""NO""        
""opportunity_types""        ""description""        ""text""        ""YES""        
""opportunity_types""        ""is_active""        ""boolean""        ""YES""        ""true""
""opportunity_types""        ""settings""        ""jsonb""        ""YES""        
""opportunity_types""        ""created_at""        ""timestamp with time zone""        ""YES""        ""now()""
""opportunity_types""        ""updated_at""        ""timestamp with time zone""        ""YES""        ""now()""",identifications,organizational,"Defines different types of sales opportunities in the system, crucial for the dynamic form system in salesBlanket where opportunity forms change based on type selection (roofing, siding, solar, etc.).",,null,opportunity_types_pkey,"CHECK (id IS NOT NULL), CHECK (name IS NOT NULL), PRIMARY KEY (id), NOT NULL (name)",,,,,,,,
organizations,,"""organizations""        ""id""        ""uuid""        ""NO""        ""uuid_generate_v4()""
""organizations""        ""name""        ""character varying""        ""NO""        
""organizations""        ""description""        ""text""        ""YES""        
""organizations""        ""settings""        ""jsonb""        ""YES""        
""organizations""        ""is_active""        ""boolean""        ""YES""        ""true""
""organizations""        ""created_at""        ""timestamp with time zone""        ""YES""        ""now()""
""organizations""        ""updated_at""        ""timestamp with time zone""        ""YES""        ""now()""",organizational,,"Represents top-level organizations that can have their own departments, users, and form definitions.",,null,organizations_pkey,"CHECK (id IS NOT NULL), CHECK (name IS NOT NULL), PRIMARY KEY (id), NOT NULL (name)",,,,,,,,
permissions,,"""permissions""        ""id""        ""uuid""        ""NO""        ""uuid_generate_v4()""
""permissions""        ""name""        ""character varying""        ""NO""        
""permissions""        ""description""        ""text""        ""YES""        
""permissions""        ""resource""        ""character varying""        ""YES""        
""permissions""        ""action""        ""character varying""        ""YES""        
""permissions""        ""status""        ""character varying""        ""YES""        
""permissions""        ""entity_type_id""        ""uuid""        ""YES""        
""permissions""        ""created_at""        ""timestamp with time zone""        ""YES""        ""now()""
""permissions""        ""updated_at""        ""timestamp with time zone""        ""YES""        ""now()""
""permissions""        ""metadata""        ""jsonb""        ""YES""        ",permissions,,,,null,permissions_pkey,"CHECK (id IS NOT NULL), CHECK (name IS NOT NULL), PRIMARY KEY (id), NOT NULL (name)",,,,,,,,
pulse,,"""pulse""        ""id""        ""uuid""        ""NO""        ""uuid_generate_v4()""
""pulse""        ""entity_id""        ""character varying""        ""YES""        
""pulse""        ""entity_type_id""        ""uuid""        ""YES""        
""pulse""        ""pulse_type""        ""character varying""        ""YES""        
""pulse""        ""last_synced""        ""timestamp with time zone""        ""YES""        
""pulse""        ""metadata""        ""jsonb""        ""YES""        
""pulse""        ""created_at""        ""timestamp with time zone""        ""YES""        ""now()""
""pulse""        ""updated_at""        ""timestamp with time zone""        ""YES""        ""now()""",containers,workflows,organizes the salesPulse component,yes,pulse_entity_type_id_fkey: entity_type_id → entity_types.id,entity_card_pulse_pkey,"CHECK (id IS NOT NULL), FOREIGN KEY (entity_type_id) REFERENCES entity_types(id), PRIMARY KEY (id)",,,,,,,,
pulse_ai,,"""pulse_ai""        ""id""        ""uuid""        ""NO""        ""uuid_generate_v4()""
""pulse_ai""        ""pulse_id""        ""uuid""        ""YES""        
""pulse_ai""        ""prompt_id""        ""character varying""        ""YES""        
""pulse_ai""        ""prompt_text""        ""text""        ""YES""        
""pulse_ai""        ""response_text""        ""text""        ""YES""        
""pulse_ai""        ""created_by""        ""character varying""        ""YES""        
""pulse_ai""        ""created_at""        ""timestamp with time zone""        ""YES""        ""now()""
""pulse_ai""        ""updated_at""        ""timestamp with time zone""        ""YES""        ""now()""",communications,artificial intelligence,future dev. ,no,pulse_ai_pulse_id_fkey: pulse_id → pulse.id,entity_card_pulse_gemini_pkey,"CHECK (id IS NOT NULL), FOREIGN KEY (pulse_id) REFERENCES pulse(id), PRIMARY KEY (id)",,,,,,,,
pulse_calendar,,"""pulse_calendar""        ""id""        ""uuid""        ""NO""        ""uuid_generate_v4()""
""pulse_calendar""        ""pulse_id""        ""uuid""        ""YES""        
""pulse_calendar""        ""event_id""        ""character varying""        ""YES""        
""pulse_calendar""        ""title""        ""character varying""        ""YES""        
""pulse_calendar""        ""description""        ""text""        ""YES""        
""pulse_calendar""        ""start_time""        ""timestamp with time zone""        ""YES""        
""pulse_calendar""        ""end_time""        ""timestamp with time zone""        ""YES""        
""pulse_calendar""        ""attendees""        ""jsonb""        ""YES""        
""pulse_calendar""        ""location""        ""text""        ""YES""        
""pulse_calendar""        ""status""        ""character varying""        ""YES""        
""pulse_calendar""        ""created_at""        ""timestamp with time zone""        ""YES""        ""now()""
""pulse_calendar""        ""updated_at""        ""timestamp with time zone""        ""YES""        ""now()""",communications,sales management,current offering google calendar integration,yes,pulse_calendar_pulse_id_fkey: pulse_id → pulse.id,entity_card_pulse_calendar_pkey,"CHECK (id IS NOT NULL), FOREIGN KEY (pulse_id) REFERENCES pulse(id), PRIMARY KEY (id)",,,,,,,,
